index,X,Y,Z,X2,Y2,Z2
1453,-3.984111e-02,1.227001e-01,7.195447e-04,-2.043396e+00,2.685972e+02,5.675942e+00
1454,-4.152590e-02,1.225494e-01,7.493505e-04,-3.470809e+01,2.670806e+02,6.445817e+00
1455,-3.990068e-02,1.228637e-01,7.207515e-04,-2.048129e+00,2.689669e+02,5.683800e+00
1456,-4.158775e-02,1.227127e-01,7.505975e-04,-3.475775e+01,2.674479e+02,6.454728e+00
1457,-3.996026e-02,1.230274e-01,7.219583e-04,-2.052862e+00,2.693365e+02,5.691658e+00
1458,-4.164960e-02,1.228761e-01,7.518445e-04,-3.480741e+01,2.678152e+02,6.463639e+00
1459,-4.001983e-02,1.231911e-01,7.231651e-04,-2.057595e+00,2.697061e+02,5.699516e+00
1460,-4.171145e-02,1.230394e-01,7.530914e-04,-3.485707e+01,2.681824e+02,6.472551e+00
1461,-4.007940e-02,1.233547e-01,7.243719e-04,-2.062328e+00,2.700757e+02,5.707373e+00
1462,-4.177330e-02,1.232028e-01,7.543384e-04,-3.490673e+01,2.685497e+02,6.481462e+00
1463,-4.013898e-02,1.235184e-01,7.255787e-04,-2.067061e+00,2.704453e+02,5.715231e+00
1464,-4.183515e-02,1.233661e-01,7.555854e-04,-3.495639e+01,2.689170e+02,6.490374e+00
1465,-4.019855e-02,1.236821e-01,7.267855e-04,-2.071794e+00,2.708149e+02,5.723089e+00
1466,-4.189700e-02,1.235295e-01,7.568323e-04,-3.500605e+01,2.692842e+02,6.499285e+00
1467,-4.025812e-02,1.238458e-01,7.279923e-04,-2.076528e+00,2.711845e+02,5.730947e+00
1468,-4.195885e-02,1.236928e-01,7.580793e-04,-3.505571e+01,2.696515e+02,6.508197e+00
1469,-4.031770e-02,1.240094e-01,7.291991e-04,-2.081261e+00,2.715541e+02,5.738805e+00
1470,-4.202070e-02,1.238562e-01,7.593263e-04,-3.510537e+01,2.700188e+02,6.517108e+00
1471,-4.037727e-02,1.241731e-01,7.304059e-04,-2.085994e+00,2.719237e+02,5.746663e+00
1472,-4.208255e-02,1.240195e-01,7.605732e-04,-3.515503e+01,2.703860e+02,6.526019e+00
1473,-4.043684e-02,1.243368e-01,7.316127e-04,-2.090727e+00,2.722933e+02,5.754521e+00
1474,-4.214440e-02,1.241829e-01,7.618202e-04,-3.520469e+01,2.707533e+02,6.534931e+00
1475,-4.049641e-02,1.245004e-01,7.328195e-04,-2.095460e+00,2.726629e+02,5.762378e+00
1476,-4.220625e-02,1.243462e-01,7.630672e-04,-3.525436e+01,2.711206e+02,6.543842e+00
1477,-4.055599e-02,1.246641e-01,7.340263e-04,-2.100193e+00,2.730325e+02,5.770236e+00
1478,-4.226810e-02,1.245096e-01,7.643141e-04,-3.530402e+01,2.714878e+02,6.552754e+00
1479,-4.061556e-02,1.248278e-01,7.352331e-04,-2.104926e+00,2.734022e+02,5.778094e+00
1480,-4.232995e-02,1.246729e-01,7.655611e-04,-3.535368e+01,2.718551e+02,6.561665e+00
1481,-4.067513e-02,1.249914e-01,7.364399e-04,-2.109659e+00,2.737718e+02,5.785952e+00
1482,-4.239180e-02,1.248363e-01,7.668081e-04,-3.540334e+01,2.722224e+02,6.570577e+00
1483,-4.073471e-02,1.251551e-01,7.376467e-04,-2.114392e+00,2.741414e+02,5.793810e+00
1484,-4.245365e-02,1.249996e-01,7.680550e-04,-3.545300e+01,2.725897e+02,6.579488e+00
1485,-4.079428e-02,1.253188e-01,7.388535e-04,-2.119125e+00,2.745110e+02,5.801668e+00
1486,-4.251550e-02,1.251630e-01,7.693020e-04,-3.550266e+01,2.729569e+02,6.588399e+00
1487,-4.085385e-02,1.254824e-01,7.400603e-04,-2.123859e+00,2.748806e+02,5.809526e+00
1488,-4.257735e-02,1.253263e-01,7.705490e-04,-3.555232e+01,2.733242e+02,6.597311e+00
1489,-4.091343e-02,1.256461e-01,7.412671e-04,-2.128592e+00,2.752502e+02,5.817383e+00
1490,-4.263920e-02,1.254897e-01,7.717959e-04,-3.560198e+01,2.736915e+02,6.606222e+00
1491,-4.097300e-02,1.258098e-01,7.424739e-04,-2.133325e+00,2.756198e+02,5.825241e+00
1492,-4.270104e-02,1.256530e-01,7.730429e-04,-3.565164e+01,2.740587e+02,6.615134e+00
1493,-4.103257e-02,1.259734e-01,7.436807e-04,-2.138058e+00,2.759894e+02,5.833099e+00
1494,-4.276289e-02,1.258163e-01,7.742899e-04,-3.570130e+01,2.744260e+02,6.624045e+00
1495,-4.109214e-02,1.261371e-01,7.448875e-04,-2.142791e+00,2.763590e+02,5.840957e+00
1496,-4.282474e-02,1.259797e-01,7.755369e-04,-3.575096e+01,2.747933e+02,6.632957e+00
1497,-4.115172e-02,1.263008e-01,7.460943e-04,-2.147524e+00,2.767286e+02,5.848815e+00
1498,-4.288659e-02,1.261430e-01,7.767838e-04,-3.580062e+01,2.751605e+02,6.641868e+00
1499,-4.121129e-02,1.264644e-01,7.473011e-04,-2.152257e+00,2.770982e+02,5.856673e+00
1500,-4.294844e-02,1.263064e-01,7.780308e-04,-3.585028e+01,2.755278e+02,6.650780e+00
1501,-4.127086e-02,1.266281e-01,7.485079e-04,-2.156990e+00,2.774679e+02,5.864531e+00
1502,-4.301029e-02,1.264697e-01,7.792778e-04,-3.589994e+01,2.758951e+02,6.659691e+00
1503,-4.133044e-02,1.267918e-01,7.497147e-04,-2.161723e+00,2.778375e+02,5.872389e+00
1504,-4.307214e-02,1.266331e-01,7.805247e-04,-3.594960e+01,2.762623e+02,6.668602e+00
1505,-4.139001e-02,1.269554e-01,7.509215e-04,-2.166457e+00,2.782071e+02,5.880246e+00
1506,-4.313399e-02,1.267964e-01,7.817717e-04,-3.599927e+01,2.766296e+02,6.677514e+00
1507,-4.144958e-02,1.271191e-01,7.521283e-04,-2.171190e+00,2.785767e+02,5.888104e+00
1508,-4.319584e-02,1.269598e-01,7.830187e-04,-3.604893e+01,2.769969e+02,6.686425e+00
1509,-4.150915e-02,1.272828e-01,7.533351e-04,-2.175923e+00,2.789463e+02,5.895962e+00
1510,-4.325769e-02,1.271231e-01,7.842656e-04,-3.609859e+01,2.773641e+02,6.695337e+00
1511,-4.156873e-02,1.274464e-01,7.545419e-04,-2.180656e+00,2.793159e+02,5.903820e+00
1512,-4.331954e-02,1.272865e-01,7.855126e-04,-3.614825e+01,2.777314e+02,6.704248e+00
1513,-4.162830e-02,1.276101e-01,7.557487e-04,-2.185389e+00,2.796855e+02,5.911678e+00
1514,-4.338139e-02,1.274498e-01,7.867596e-04,-3.619791e+01,2.780987e+02,6.713160e+00
1515,-4.168787e-02,1.277738e-01,7.569555e-04,-2.190122e+00,2.800551e+02,5.919536e+00
1516,-4.344324e-02,1.276132e-01,7.880065e-04,-3.624757e+01,2.784659e+02,6.722071e+00
1517,-4.174745e-02,1.279374e-01,7.581623e-04,-2.194855e+00,2.804247e+02,5.927394e+00
1518,-4.350509e-02,1.277765e-01,7.892535e-04,-3.629723e+01,2.788332e+02,6.730982e+00
1519,-4.180702e-02,1.281011e-01,7.593691e-04,-2.199588e+00,2.807943e+02,5.935251e+00
1520,-4.356694e-02,1.279399e-01,7.905005e-04,-3.634689e+01,2.792005e+02,6.739894e+00
1521,-4.186659e-02,1.282648e-01,7.605759e-04,-2.204321e+00,2.811639e+02,5.943109e+00
1522,-4.362879e-02,1.281032e-01,7.917474e-04,-3.639655e+01,2.795678e+02,6.748805e+00
1523,-4.192617e-02,1.284284e-01,7.617827e-04,-2.209054e+00,2.815336e+02,5.950967e+00
1524,-4.369064e-02,1.282666e-01,7.929944e-04,-3.644621e+01,2.799350e+02,6.757717e+00
1525,-4.198574e-02,1.285921e-01,7.629895e-04,-2.213788e+00,2.819032e+02,5.958825e+00
1526,-4.375249e-02,1.284299e-01,7.942414e-04,-3.649587e+01,2.803023e+02,6.766628e+00
1527,-4.204531e-02,1.287558e-01,7.641963e-04,-2.218521e+00,2.822728e+02,5.966683e+00
1528,-4.381433e-02,1.285933e-01,7.954883e-04,-3.654553e+01,2.806696e+02,6.775540e+00
1529,-4.210488e-02,1.289194e-01,7.654031e-04,-2.223254e+00,2.826424e+02,5.974541e+00
1530,-4.387618e-02,1.287566e-01,7.967353e-04,-3.659519e+01,2.810368e+02,6.784451e+00
1531,-4.216446e-02,1.290831e-01,7.666099e-04,-2.227987e+00,2.830120e+02,5.982399e+00
1532,-4.393803e-02,1.289200e-01,7.979823e-04,-3.664485e+01,2.814041e+02,6.793362e+00
1533,-4.222403e-02,1.292468e-01,7.678167e-04,-2.232720e+00,2.833816e+02,5.990256e+00
1534,-4.399988e-02,1.290833e-01,7.992293e-04,-3.669451e+01,2.817714e+02,6.802274e+00
1535,-4.228360e-02,1.294104e-01,7.690235e-04,-2.237453e+00,2.837512e+02,5.998114e+00
1536,-4.406173e-02,1.292467e-01,8.004762e-04,-3.674417e+01,2.821386e+02,6.811185e+00
1537,-4.234318e-02,1.295741e-01,7.702303e-04,-2.242186e+00,2.841208e+02,6.005972e+00
1538,-4.412358e-02,1.294100e-01,8.017232e-04,-3.679384e+01,2.825059e+02,6.820097e+00
1539,-4.240275e-02,1.297378e-01,7.714371e-04,-2.246919e+00,2.844904e+02,6.013830e+00
1540,-4.418543e-02,1.295733e-01,8.029702e-04,-3.684350e+01,2.828732e+02,6.829008e+00
1541,-4.246232e-02,1.299014e-01,7.726439e-04,-2.251652e+00,2.848600e+02,6.021688e+00
1542,-4.424728e-02,1.297367e-01,8.042171e-04,-3.689316e+01,2.832404e+02,6.837920e+00
1543,-4.252190e-02,1.300651e-01,7.738507e-04,-2.256385e+00,2.852296e+02,6.029546e+00
1544,-4.430913e-02,1.299000e-01,8.054641e-04,-3.694282e+01,2.836077e+02,6.846831e+00
1545,-4.258147e-02,1.302288e-01,7.750575e-04,-2.261119e+00,2.855993e+02,6.037404e+00
1546,-4.437098e-02,1.300634e-01,8.067111e-04,-3.699248e+01,2.839750e+02,6.855742e+00
1547,-4.264104e-02,1.303925e-01,7.762643e-04,-2.265852e+00,2.859689e+02,6.045261e+00
1548,-4.443283e-02,1.302267e-01,8.079580e-04,-3.704214e+01,2.843422e+02,6.864654e+00
1549,-4.270061e-02,1.305561e-01,7.774711e-04,-2.270585e+00,2.863385e+02,6.053119e+00
1550,-4.449468e-02,1.303901e-01,8.092050e-04,-3.709180e+01,2.847095e+02,6.873565e+00
1551,-4.276019e-02,1.307198e-01,7.786779e-04,-2.275318e+00,2.867081e+02,6.060977e+00
1552,-4.455653e-02,1.305534e-01,8.104520e-04,-3.714146e+01,2.850768e+02,6.882477e+00
1553,-4.281976e-02,1.308835e-01,7.798847e-04,-2.280051e+00,2.870777e+02,6.068835e+00
1554,-4.461838e-02,1.307168e-01,8.116989e-04,-3.719112e+01,2.854441e+02,6.891388e+00
1555,-4.287933e-02,1.310471e-01,7.810915e-04,-2.284784e+00,2.874473e+02,6.076693e+00
1556,-4.468023e-02,1.308801e-01,8.129459e-04,-3.724078e+01,2.858113e+02,6.900300e+00
1557,-4.293891e-02,1.312108e-01,7.822983e-04,-2.289517e+00,2.878169e+02,6.084551e+00
1558,-4.474208e-02,1.310435e-01,8.141929e-04,-3.729044e+01,2.861786e+02,6.909211e+00
1559,-4.299848e-02,1.313745e-01,7.835051e-04,-2.294250e+00,2.881865e+02,6.092409e+00
1560,-4.480393e-02,1.312068e-01,8.154398e-04,-3.734010e+01,2.865459e+02,6.918122e+00
1561,-4.305805e-02,1.315381e-01,7.847119e-04,-2.298983e+00,2.885561e+02,6.100267e+00
1562,-4.486578e-02,1.313702e-01,8.166868e-04,-3.738976e+01,2.869131e+02,6.927034e+00
1563,-4.311762e-02,1.317018e-01,7.859187e-04,-2.303716e+00,2.889257e+02,6.108124e+00
1564,-4.492762e-02,1.315335e-01,8.179338e-04,-3.743942e+01,2.872804e+02,6.935945e+00
1565,-4.317720e-02,1.318655e-01,7.871255e-04,-2.308450e+00,2.892953e+02,6.115982e+00
1566,-4.498947e-02,1.316969e-01,8.191807e-04,-3.748908e+01,2.876477e+02,6.944857e+00
1567,-4.323677e-02,1.320291e-01,7.883323e-04,-2.313183e+00,2.896650e+02,6.123840e+00
1568,-4.505132e-02,1.318602e-01,8.204277e-04,-3.753875e+01,2.880149e+02,6.953768e+00
1569,-4.329634e-02,1.321928e-01,7.895391e-04,-2.317916e+00,2.900346e+02,6.131698e+00
1570,-4.511317e-02,1.320236e-01,8.216747e-04,-3.758841e+01,2.883822e+02,6.962680e+00
1571,-4.335592e-02,1.323565e-01,7.907459e-04,-2.322649e+00,2.904042e+02,6.139556e+00
1572,-4.517502e-02,1.321869e-01,8.229216e-04,-3.763807e+01,2.887495e+02,6.971591e+00
1573,-4.341549e-02,1.325201e-01,7.919527e-04,-2.327382e+00,2.907738e+02,6.147414e+00
1574,-4.523687e-02,1.323503e-01,8.241686e-04,-3.768773e+01,2.891167e+02,6.980503e+00
1575,-4.347506e-02,1.326838e-01,7.931595e-04,-2.332115e+00,2.911434e+02,6.155272e+00
1576,-4.529872e-02,1.325136e-01,8.254156e-04,-3.773739e+01,2.894840e+02,6.989414e+00
1577,-4.353464e-02,1.328475e-01,7.943663e-04,-2.336848e+00,2.915130e+02,6.163129e+00
1578,-4.536057e-02,1.326770e-01,8.266626e-04,-3.778705e+01,2.898513e+02,6.998325e+00
1579,-4.359421e-02,1.330111e-01,7.955731e-04,-2.341581e+00,2.918826e+02,6.170987e+00
1580,-4.542242e-02,1.328403e-01,8.279095e-04,-3.783671e+01,2.902185e+02,7.007237e+00
1581,-4.365378e-02,1.331748e-01,7.967799e-04,-2.346314e+00,2.922522e+02,6.178845e+00
1582,-4.548427e-02,1.330036e-01,8.291565e-04,-3.788637e+01,2.905858e+02,7.016148e+00
1583,-4.371335e-02,1.333385e-01,7.979867e-04,-2.351048e+00,2.926218e+02,6.186703e+00
1584,-4.554612e-02,1.331670e-01,8.304035e-04,-3.793603e+01,2.909531e+02,7.025060e+00
1585,-4.377293e-02,1.335021e-01,7.991935e-04,-2.355781e+00,2.929914e+02,6.194561e+00
1586,-4.560797e-02,1.333303e-01,8.316504e-04,-3.798569e+01,2.913204e+02,7.033971e+00
1587,-4.383250e-02,1.336658e-01,8.004003e-04,-2.360514e+00,2.933610e+02,6.202419e+00
1588,-4.566982e-02,1.334937e-01,8.328974e-04,-3.803535e+01,2.916876e+02,7.042883e+00
1589,-4.389207e-02,1.338295e-01,8.016072e-04,-2.365247e+00,2.937307e+02,6.210277e+00
1590,-4.573167e-02,1.336570e-01,8.341444e-04,-3.808501e+01,2.920549e+02,7.051794e+00
1591,-4.395165e-02,1.339931e-01,8.028140e-04,-2.369980e+00,2.941003e+02,6.218134e+00
1592,-4.579352e-02,1.338204e-01,8.353913e-04,-3.813467e+01,2.924222e+02,7.060705e+00
1593,-4.401122e-02,1.341568e-01,8.040208e-04,-2.374713e+00,2.944699e+02,6.225992e+00
1594,-4.585537e-02,1.339837e-01,8.366383e-04,-3.818433e+01,2.927894e+02,7.069617e+00
1595,-4.407079e-02,1.343205e-01,8.052276e-04,-2.379446e+00,2.948395e+02,6.233850e+00
1596,-4.591722e-02,1.341471e-01,8.378853e-04,-3.823399e+01,2.931567e+02,7.078528e+00
1597,-4.413037e-02,1.344841e-01,8.064344e-04,-2.384179e+00,2.952091e+02,6.241708e+00
1598,-4.597907e-02,1.343104e-01,8.391322e-04,-3.828365e+01,2.935240e+02,7.087440e+00
1599,-4.418994e-02,1.346478e-01,8.076412e-04,-2.388912e+00,2.955787e+02,6.249566e+00
1600,-4.604091e-02,1.344738e-01,8.403792e-04,-3.833332e+01,2.938912e+02,7.096351e+00
1601,-4.424951e-02,1.348115e-01,8.088480e-04,-2.393645e+00,2.959483e+02,6.257424e+00
1602,-4.610276e-02,1.346371e-01,8.416262e-04,-3.838298e+01,2.942585e+02,7.105263e+00
1603,-4.430908e-02,1.349751e-01,8.100548e-04,-2.398379e+00,2.963179e+02,6.265282e+00
1604,-4.616461e-02,1.348005e-01,8.428731e-04,-3.843264e+01,2.946258e+02,7.114174e+00
1605,-4.436866e-02,1.351388e-01,8.112616e-04,-2.403112e+00,2.966875e+02,6.273139e+00
1606,-4.622646e-02,1.349638e-01,8.441201e-04,-3.848230e+01,2.949930e+02,7.123085e+00
1607,-4.442823e-02,1.353025e-01,8.124684e-04,-2.407845e+00,2.970571e+02,6.280997e+00
1608,-4.628831e-02,1.351272e-01,8.453671e-04,-3.853196e+01,2.953603e+02,7.131997e+00
1609,-4.448780e-02,1.354661e-01,8.136752e-04,-2.412578e+00,2.974267e+02,6.288855e+00
1610,-4.635016e-02,1.352905e-01,8.466140e-04,-3.858162e+01,2.957276e+02,7.140908e+00
1611,-4.454738e-02,1.356298e-01,8.148820e-04,-2.417311e+00,2.977964e+02,6.296713e+00
1612,-4.641201e-02,1.354539e-01,8.478610e-04,-3.863128e+01,2.960948e+02,7.149820e+00
1613,-4.460695e-02,1.357935e-01,8.160888e-04,-2.422044e+00,2.981660e+02,6.304571e+00
1614,-4.647386e-02,1.356172e-01,8.491080e-04,-3.868094e+01,2.964621e+02,7.158731e+00
1615,-4.466652e-02,1.359571e-01,8.172956e-04,-2.426777e+00,2.985356e+02,6.312429e+00
1616,-4.653571e-02,1.357806e-01,8.503550e-04,-3.873060e+01,2.968294e+02,7.167643e+00
1617,-4.472609e-02,1.361208e-01,8.185024e-04,-2.431510e+00,2.989052e+02,6.320287e+00
